duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,director,country,cast,listed_in
148,9,Movie,Mujhse Shaadi Karogi,2018-10-15,1969.0,TV-PG,The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.,32067418,Han Han,Japan,Warren Christie,Music & Musicals
107,2,TV Show,The Day I Met El Chapo,2018-08-05,2011.0,UR,"In Dublin, friends Aisling and Danielle must come to terms with adulthood when their millennial hijinks and hangovers begin to wear off.",34095902,Mahsun Kırmızıgül,Japan,Dwayne Johnson,Sci-Fi & Fantasy
59,8,Movie,Divines,2018-11-20,1969.0,TV-14,"When Dilek becomes haunted by evil spirits and loses control of her body, she seeks the help of a woman with dark secrets to cure her.",26988158,Gabriela Tagliavini,Vietnam,Sacha Baron Cohen,Comedies
99,4,TV Show,Gonul,2018-03-06,2012.0,NC-17,"Petty criminals, dodgy decorators, full-bore Glaswegians and oddball documentary presenters converge in this sketch show that parodies Scottish life.",35061695,Mel Stuart,Ukraine,Greta Gerwig,Stand-Up Comedy & Talk Shows
312,5,TV Show,Robocar Poli,2017-04-11,1989.0,UR,"These fun-loving creatures hatch from their shells and spread friendship, laughter and life lessons in the land of Hatchtopia.",36269254,Perry Lang,Ireland,Sanam Saeed,Independent Movies
11,11,Movie,12 ROUND GUN,2014-01-24,1994.0,TV-Y,"While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a naïve prostitute over the course of the night.",17933235,Sarik Andreasyan,Luxembourg,Nick Kroll,Reality TV
71,4,Movie,"Big Dreams, Small Spaces",2014-10-12,2004.0,NC-17,"Four friends with a long-standing – but strained – connection take a hiking trip into the Swedish wilderness, from which they may never return.",39937264,Elías León,Poland,Ricki Stern,Classic Movies
44,3,Movie,Greg Davies: You Magnificent Beast,2015-03-06,1982.0,UR,"At summer camp, young Bibi and her friends are pitted against the boys in a treasure hunt. But what's a witch to do when she loses her powers?",9307439,Venugopan,Cyprus,Mike Vogel,Music & Musicals
49,11,TV Show,An Innocent Mistake,2016-05-06,1994.0,G,A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call-center executive.,1249668,Amarpreet G S Chabbra,Iraq,Nikki Blonsky,TV Comedies
31,10,Movie,Diablero,2018-12-01,1992.0,TV-G,Dylan Mohan Gray examines Africa's AIDS crisis and activists' battle with pharmaceutical companies to make life-saving HIV drugs more affordable.,32827618,Tim Johnson,Portugal,Erica Mendez,Stand-Up Comedy
89,4,Movie,Burning Cane,2018-03-11,2012.0,TV-MA,"After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved.",58779064,Herman Yau,Iran,Aml Ameen,TV Action & Adventure
131,12,Movie,Bodyguard,2016-12-31,1944.0,TV-14,"When an overscheduled girl befriends an eccentric aviator, he regales her with tales about the adventures of an unusual boy who lives on an asteroid.",951740,Ashwiny Iyer Tiwari,India,Nawazuddin Siddiqui,TV Action & Adventure
75,3,TV Show,Theater of Life,2020-01-14,1999.0,TV-G,"After getting in a fight at her school in Southeast Asia, an American teen is sent to a correctional facility, where she faces hard labor and abuse.",54476298,Lauren MacMullan,Paraguay,Yeom Hye-ran,Children & Family Movies
205,5,TV Show,Kickboxer: Retaliation,2015-09-02,1966.0,PG-13,An American platoon stationed in the Middle East is thrust into battle with a breed of tentacled aliens whose rapid spread threatens human survival.,74464086,David Silberg,"United Kingdom,",Anthony Padilla,Horror Movies
162,9,Movie,A Flying Jatt,2019-08-28,2003.0,TV-Y,"Fred Armisen and Carrie Brownstein send up the residents of Portland, Ore. Typical targets include artisanal light bulbs and feminist bookstores.",26730964,Raam Reddy,Thailand,Luna,Independent Movies
12,15,Movie,End Game,2017-11-21,1973.0,TV-Y7-FV,"In a world where islands float in the sky, Gran encounters a mysterious girl wanted by the Erste Empire for her ability to summon Primal Beasts.",36200390,David Lee Miller,Germany,Jason Gray-Stanford,International Movies
73,4,Movie,F.R.E.D.I.,2017-08-12,1967.0,R,Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.,18804910,Dave Dorsey,Uruguay,Nicole Kang,British TV Shows
15,5,TV Show,Internet Famous,2019-04-24,1964.0,G,"In a time of legend, Galavant the knight embarks on a quest to save his fair lady and become a hero in this tongue-in-cheek musical comedy.",35907864,Neeraj Pandey,China,Juanjo Artero,Horror Movies
161,4,TV Show,Fitoor,2017-10-26,1962.0,TV-G,"A spinoff of Rohit Shetty's action franchise, this animated series follows brave kid cop Little Singham’s adventures as he defends his town from evil.",67701390,Andy Serkis,New Zealand,Ingrid Guimarães,TV Dramas
200,10,Movie,The IT Crowd,2019-11-06,1977.0,TV-Y,"When her father moves his family to an industrial mill town, the parson's daughter, Margaret Hale, struggles to adapt to her harsh new surroundings.",51677247,Stanley Kubrick,Malta,Eugenie Liu,TV Action & Adventure
103,6,Movie,Theeya Velai Seyyanum Kumaru,2019-03-14,2003.0,TV-Y,"A high-end call girl falls for a handsome man she meets at a nightclub, but he harbors a secret that throws a wrench in their relationship.",2107290,Steven Fine,Uruguay,Corinna Harfouch,TV Horror
135,2,Movie,The Murder Detectives,2016-12-25,2014.0,NC-17,U.S. hockey coach Herb Brooks unites a motley crew of college athletes and turns them into a force to be reckoned with at the 1980 Winter Olympics.,70215201,Aatmaram Dharne,Finland,Laura Linney,Stand-Up Comedy & Talk Shows
37,13,Movie,The Last of the Schmucks,2019-01-23,2006.0,TV-Y7-FV,A young mother must break free of the clutches of her husband's feudal family and bring herself and her young child to safety.,79288175,Jaime Rayo,Thailand,Abdelilah Wahbi,TV Sci-Fi & Fantasy
78,10,TV Show,True: Grabbleapple Harvest,2018-07-20,1974.0,NR,"A powerful team of Washington, D.C. lawyers makes scandals disappear while handling government crises and coping with problems of their own.",10646649,Olivier Jean-Marie,Hungary,Brad Pitt,TV Horror
192,8,TV Show,Tayo the Little Bus Movie: Mission Ace,2018-06-08,1989.0,PG,A pair of father and son private investigators tries to keep their combustible personal lives in check while tackling an intriguing array of cases.,65363065,Dylan C. Brown,Canada,James Jordan,Horror Movies
67,12,TV Show,How to Get Over a Breakup,2018-02-05,1974.0,TV-Y7-FV,A cop who killed a mobster's son and fled to a small town with a changed identity finds his quiet new life disrupted when he becomes a local hero.,50150903,Andrés Beltrán,Venezuela,Edin Hasanovic,TV Shows
135,7,Movie,Calico Critters: A Town of Dreams,2019-10-06,2005.0,R,Chhota Bheem is in China for a martial arts competition but his real challenge: to save the emperor’s daughter from being kidnapped by the villain Zuhu!,10685549,Benoît Philippon,Serbia,Bobby Berk,Music & Musicals
50,13,TV Show,Freeway: Crack in the System,2018-11-08,2017.0,R,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series.",23177463,Ben Shelton,Finland,Christina Ochoa,Spanish-Language TV Shows
153,5,Movie,Deadly Switch,2016-11-25,1981.0,TV-MA,"A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.",13309701,Fazila Allana,Zimbabwe,Hafizul Kamal,Anime Features
191,11,Movie,Dexter,2019-07-02,2016.0,TV-PG,"After finding love in drug-free Dubai, Stefan returns to Germany to grab documents for his wedding. But old buddy Kai's bad habits complicate things.",38224132,Pablo Giorgelli,Hungary,Jonah Wineberg,International Movies
114,13,Movie,Jailbirds,2018-11-15,1982.0,PG,"When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him.",15460996,Gary Mak,Slovenia,Renan Bilek,Stand-Up Comedy & Talk Shows
185,11,TV Show,Las muñecas de la mafia,2017-04-28,1997.0,TV-Y,"When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist.",35527982,Justin Webster,Bulgaria,Taksaorn Paksukcharern,Movies
27,13,Movie,The Spectacular Now,2019-11-29,2007.0,NC-17,Ambitious single TV journalist Mary Jane attempts to balance her career with her overbearing family and an increasingly messy love life.,67356560,Chris Stokes,United Arab Emirates,Gabriel Byrne,TV Comedies
82,3,Movie,Obvious Child,2019-12-21,1972.0,TV-PG,This cinematic journey into the waters off East Africa chronicles the story behind artist Damien Hirst's massive exhibition of oceanic treasures.,24305602,Barbara Kopple,Spain,Danny Pudi,Cult Movies
44,8,Movie,The Ugly Truth,2019-08-14,1972.0,PG-13,"In ancient Disboard, a young warrior befriends an ex machina and embarks on a harrowing mission to stop a global war and save humanity from extinction.",43486047,Ken Ghosh,Iceland,Emmy Rossum,Stand-Up Comedy
29,7,TV Show,Suburra: Blood on Rome,2015-12-26,2011.0,TV-Y7-FV,"When a guileless young woman becomes the domestic worker in a wealthy Dubai household, her bond with her posh employer changes both of their lives.",76723442,Mike Nicoll,Belgium,Santiwithi Phrombut,Independent Movies
201,14,TV Show,The Evil Dead,2016-03-25,1981.0,PG-13,"Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability.",56803898,Andrés Couturier,Malaysia,Hee-jeong Kim,Docuseries
75,9,Movie,Walk with Me,2017-02-26,1956.0,UR,"Working with an artificial intelligence to investigate the failure of a deadly Mars landing, a mission controller makes an astonishing discovery.",44406982,Marta Jaenes,Poland,Mae Elliessa,TV Dramas
32,6,TV Show,Perú: Tesoro escondido,2018-07-05,1998.0,TV-PG,Evidence of a mysterious medieval famine leads researchers on a quest for one of the deadliest volcanoes in human history.,38704951,Prawal Raman,Dominican Republic,Macon Blair,British TV Shows
95,10,TV Show,Raging Bull,2017-04-01,1975.0,PG-13,The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.,49080733,James Dearden,Somalia,Kristen Stewart,Romantic Movies
133,8,TV Show,Strictly Ballroom,2019-10-03,1969.0,NC-17,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast.",45956312,Leslie Small,Netherlands,James Stewart,Music & Musicals
205,2,TV Show,Çarsi Pazar,2019-11-22,1986.0,TV-G,"In this adult animated series, three gay co-workers lead double lives as drag queen superheroes, saving the LGBTQ community from evil nemeses.",9581796,Michael Seater,Pakistan,Mark Towle,Anime Features
166,6,TV Show,Mary Portas: Secret Shopper,2018-06-23,1968.0,UR,"After a painful breakup, a trio of party-loving friends makes a bet: who can get married in three days.",44013638,Sam Upton,Austria,Christine McConnell,Movies
24,9,Movie,The Royal House of Windsor,2017-09-27,1965.0,TV-Y,"When aspiring singer Tori Vega joins the eccentric students at Hollywood Arts High, she struggles to fit in with the amazingly talented teens.",40593535,Roman Polanski,Ghana,Thom Yorke,Romantic TV Shows
157,14,TV Show,National Lampoon's Loaded Weapon 1,2017-12-14,1954.0,TV-Y7-FV,"When an aging father seeks the help of a doctor and a journalist to look for the son who left him 16 years ago, he learns some surprising truths.",13483485,David Fincher,Zimbabwe,Sharad Kelkar,Anime Features
157,3,TV Show,The Endless,2016-06-10,1979.0,UR,"Exploring their sexual identities in the face of the patriarchal rules of their Assamese village, a teenager and her two friends are rocked by tragedy.",68569308,Mukul Anand,Malta,Maggie Gyllenhaal,Classic & Cult TV
196,1,TV Show,Aakhri Adaalat,2016-04-25,2015.0,TV-G,"A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.",46753003,Ken Kwapis,United Arab Emirates,Bill Paxton,Romantic Movies
19,9,Movie,Until Dawn,2016-09-13,2007.0,TV-Y7-FV,"Crunch Calhoun, a daredevil motorcyclist and mostly reformed con artist, agrees to do one last job: helping his brother Nicky steal a priceless book.",78641978,Sushil Majumdar,Thailand,Jayaprakash Radhakrishnan,Movies
76,1,Movie,High End Yaariyan,2015-11-13,1942.0,NC-17,"While examining a young woman who has just murdered her husband and mother-in-law, a psychiatrist begins to reflect on her own marriage.",51980801,Noël Wells,Indonesia,Erkan Can,Classic Movies
58,13,Movie,Rurouni Kenshin,2019-03-07,1942.0,TV-14,"On a dare, seven college friends spend a night at an abandoned hotel rumored to be haunted and find themselves trapped in a nightmare.",68287861,Rick Benattar,Taiwan,Danny Pudi,Documentaries
55,7,Movie,Unrest,2017-05-04,2013.0,TV-Y7-FV,A diverse group of up-and-coming comedians perform 15-minute sets in this stand-up comedy showcase series.,33361137,Jonathan Taylor,"Poland,",Puteri Aishah,Horror Movies
137,4,TV Show,War Against Women,2017-06-17,1947.0,TV-Y7-FV,"Stranded in the woods and eyeballed by twisted hunters, members of a women’s volleyball team bump it up in the most dangerous game of their lives.",58282881,Chandan Arora,United States,Romain Duris,Crime TV Shows
61,9,TV Show,Christmas Survival,2018-06-19,2014.0,TV-PG,"When four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land.",29875386,Alo Sarkar,Mauritius,Zahiril Adzim,Cult Movies
52,8,Movie,The Kindergarten Teacher,2015-12-20,2006.0,UR,"Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it.",71423226,Orson Welles,Hong Kong,Anna Kendrick,Anime Features
88,3,TV Show,Grand Designs,2018-10-21,1976.0,NC-17,A young actress rehearsing for a play about human trafficking begins to relive terrifying scenes that may be dreams – or an alternate reality.,65542578,Pablo Larraín,Egypt,Ariel Winter,TV Horror
98,11,Movie,See You Yesterday,2018-01-06,2002.0,PG,"Three best friends look for love, laughs and some lifelong memories while attending college together.",21849583,Kireet Khurana,Italy,Naruna Costa,TV Action & Adventure
